Id,Predicted
0,298.85707583033866
1,189.92792946477286
2,378.12542970984777
3,238.964176923177
4,550.5805755555557
5,57.41049706963274
6,178.82360838510434
7,281.74918927214463
8,132.43451627354767
9,150.99976929349054
10,46.84983967955505
11,52.40705960171881
12,38.860856785992176
13,240.75002412853718
14,121.82491886386276
15,103.07732716505227
16,133.26213941595452
17,669.0990278741008
18,52.2605170001611
19,230.1957346877369
20,322.2057997691008
21,60.04892907318131
22,200.97645331941894
23,54.00260334064786
24,745.371465396825
25,39.89412235094408
26,361.00568708333344
27,350.5149172606834
28,69.81443795240278
29,40.560149148968144
30,365.0583211386571
31,133.31313556961467
32,56.95717278569528
33,37.86139390208093
34,71.35068373088167
35,69.27548152354876
36,22.048931179846022
37,152.48490737589478
38,69.46820476012567
39,73.25260572861191
40,56.74035428694681
41,593.7392638888887
42,55.19917410336298
43,172.56131350037492
44,30.545835974490068
45,139.03737485065477
46,599.4706864052288
47,27.454450299265087
48,41.04570268334424
49,40.59837122985102
50,636.1041737373732
51,294.91692536324774
52,71.55422032520597
53,32.181833054045654
54,51.48404575246165
55,70.33776849780126
56,299.3136957519387
57,44.54035414148023
58,102.61915698468853
59,501.5781819658117
60,43.33089066861176
61,520.2736928571426
62,244.8448072562403
63,319.8178903190038
64,352.9953004210681
65,524.5719208496735
66,189.8875208796472
67,180.8516996856305
68,42.39326226400695
69,390.0054142760942
70,293.86802718947064
71,11.267865792715554
72,202.55843277089667
73,86.70323148020594
74,80.1130437284042
75,131.15079731219396
76,442.4684588494878
77,77.33728610957301
78,634.3934761904763
79,227.45465605906196
80,11.707154287413548
81,364.71960013227493
82,33.57407676552413
83,27.02584350757446
84,40.190011222774345
85,348.8578428203353
86,154.6646622839905
87,226.3837567826513
88,65.21365886769955
89,506.12115388888935
90,114.04753806836578
91,128.1636139732235
92,140.50504173090093
93,168.41202273003856
94,37.7052911985028
95,33.43700394918742
96,20.165802552820406
97,278.45602637988725
98,158.27376282899687
99,236.17619990517406
100,34.1822997475036
101,330.3448301189417
102,198.52464075334055
103,135.8976754484175
104,110.80969630210238
105,129.3978444355029
106,407.9997333029063
107,46.74351060388133
108,612.7621365110493
109,141.2900784765355
110,206.7563701864817
111,60.81849515896674
112,42.66695521816454
113,318.1813513485733
114,19.44870993039396
115,205.34125004286017
116,36.82874768921402
117,178.3033027749426
