Id,Predicted
0,273.5620277633666
1,197.4874302246537
2,260.3397771934083
3,214.39584007178652
4,588.8014976192353
5,65.81752467561203
6,159.82022194103385
7,228.43668263312108
8,94.95665460809202
9,120.54523498371442
10,34.961942946215714
11,45.99987686381894
12,36.20201264699035
13,210.0485967589646
14,132.0161774342976
15,89.42928084897967
16,145.77954646375963
17,615.1216715307348
18,52.15777959915376
19,216.8040952323897
20,290.3034837016659
21,58.26040748173159
22,167.45657293610464
23,52.92560844826216
24,749.822900767195
25,41.502803118604554
26,374.09829043243434
27,372.35029735615973
28,48.69600759308983
29,36.194176372784135
30,350.60124566164575
31,101.88548674974695
32,51.8161378836239
33,32.15247420350271
34,62.33393388056454
35,52.528332647271924
36,25.429123053890024
37,171.11125837624024
38,100.65142038644188
39,79.36263718408452
40,36.34171967318669
41,569.0311874552137
42,48.109242758931266
43,151.5927672983356
44,34.11605760466108
45,124.01552949467428
46,588.3578495652175
47,33.59065094594256
48,46.23326563525775
49,35.94567763917806
50,636.57847501628
51,261.3313115046683
52,87.96908172051583
53,36.32456764709712
54,47.93032795298924
55,53.60839843425335
56,300.8598340110077
57,38.331301017305364
58,90.3621739256033
59,540.4758704430282
60,62.06920803649996
61,483.6203451924674
62,222.73536699720256
63,276.53653022032347
64,332.7408036238927
65,481.92011728452206
66,182.92724974249722
67,150.491955336873
68,36.10593757499111
69,351.1818627919332
70,247.27798416267868
71,16.735753620559656
72,188.88318280560543
73,89.50767712888961
74,66.34725298196527
75,142.16695163523596
76,380.600882577289
77,101.71546537972213
78,562.8416799427679
79,188.697072844982
80,20.603469094134393
81,327.86931838675497
82,27.25529694131192
83,33.51710609349327
84,28.90271997989655
85,316.85484967936793
86,107.9251238378266
87,161.6709873980524
88,70.33761948841574
89,471.7315213846214
90,109.83891808275742
91,134.8181591882771
92,141.9517611692658
93,211.5179796864925
94,34.51706018653563
95,24.561732460189457
96,19.982379807171828
97,329.7947616403738
98,135.29115389675576
99,189.14950741120012
100,30.814201408106687
101,398.49445996940557
102,206.26542292351502
103,153.73917410437673
104,123.67385480675789
105,205.44767259718526
106,371.674870951498
107,42.82547027749179
108,565.4712353267793
109,139.75470493359543
110,172.04790611786427
111,40.88083561706222
112,33.56134711416362
113,318.4200812071967
114,20.0030097777168
115,172.96297440735546
116,38.16552436406137
117,143.27270057037367
118,101.84247526445891
119,37.3678038463202
120,42.484193686468494
121,63.5789360308646
122,46.42129881510895
123,168.67103973246128
124,253.65710729176436
125,446.7980558767322
126,488.0301296641598
127,17.180195266515213
128,209.46124240961282
129,32.188555398142746
130,28.016911542330508
131,47.85298686340875
132,167.9893459771075
133,168.63092642308501
134,117.53706756188268
135,51.66167523434282
136,49.68178677784319
137,532.768643531656
138,19.077635509227207
139,25.88839966642893
140,387.95509234909315
141,66.89089415535396
142,18.746007273140712
143,324.3387681249948
144,26.047589051323047
145,202.80054344595845
146,47.89129562409372
147,392.0653692944105
148,148.89205860629514
149,34.61388347712393
150,191.01871494289105
151,36.58794647369939
152,120.83858603037172
153,71.16143169743681
154,29.095686501354727
155,104.54278610888952
156,21.21025640044906
157,35.469063943868086
158,21.82917209670542
159,23.28896834182939
160,572.998443296949
161,148.55321370079088
162,31.185155784691585
163,186.14683094988501
164,119.0949562329613
165,75.72639658312309
166,15.737374505881144
167,135.15059797145884
168,26.460256019754112
169,110.356001626561
170,247.74019667247552
171,63.278006515304746
172,77.82491608349754
173,24.718621599071692
174,89.98672917714491
175,411.7690194528261
176,31.427819325271248
177,81.85955250321848
178,27.5087928565482
179,145.90327703015697
180,25.377745897399794
181,449.21991923590133
182,339.97416266722024
183,40.77744029769149
184,34.444519597318205
185,16.490946738811243
186,36.65273687960548
187,120.55260004793068
188,154.49419625276758
189,279.7257114772967
190,31.988906390559713
191,38.85684135691568
192,21.446145761244022
193,24.498731034714982
194,481.08027611776555
195,83.69605174829961
196,375.22212607197525
197,66.7036383535026
198,18.989406037862995
199,27.32456276118077
200,233.4709076261289
201,51.09226478934124
202,49.149172270503556
203,33.08571140347794
204,135.77245598899992
205,133.61781444462738
206,15.419575456059832
207,17.495774551320263
208,362.279341237029
209,65.24309297663417
210,146.6333161430375
211,66.32874101740742
212,37.900001166056214
213,162.08377450513805
214,162.65210897623845
215,376.52414319941084
216,362.6601017642915
217,15.718428945682176
218,43.85251903908476
219,48.94061517637283
220,41.31683156295069
221,174.0261591785604
222,145.56891649714356
223,62.112996605029984
224,45.53864759963783
225,41.78147443378072
226,64.22694357011463
227,97.92267429865471
228,75.0226689302039
229,133.43080223623554
230,103.81102177568093
231,102.38509924644119
232,207.7161088416193
233,46.24161521708866
234,45.46498344725201
235,35.35804839432142
236,76.21581006790815
237,29.230548041988794
238,153.22724827602582
239,26.50278855994038
240,113.04085182900664
241,511.1565714810327
242,297.1479141476426
243,30.228871935105097
244,27.881148541232104
245,18.813426821582002
246,257.7653688085895
247,230.6594722771813
248,96.49519684345506
249,61.7741209844835
250,220.344359329887
251,93.60505069024742
252,484.181681961247
253,17.070704149598274
254,288.9718956545723
255,316.52245259549517
256,34.1662538457507
257,195.31003227064429
258,463.266987303951
259,80.00262546848738
260,158.00746554440914
261,242.30890896612974
262,50.40341451925197
263,349.28591584139207
264,247.74413886767735
265,751.0557846793132
266,147.9857754648038
267,246.71115638702108
268,105.02613165747402
269,19.106152916196017
270,163.66927388952004
271,89.32502755669289
272,75.29488002623636
273,255.23914846091046
274,582.1995765464169
275,207.72022913519942
276,215.8251449073706
277,24.562810442699085
278,105.6865034039075
279,26.161124068305938
280,81.56811623429941
281,16.691335027415644
282,27.478599383513295
283,294.897179168548
284,47.42889649240283
285,199.71140719598827
286,33.77327489760936
287,132.08718808838975
288,91.12446035206204
289,190.23717015917217
290,95.20142903739283
291,17.763213967619603
292,242.6000129297634
293,258.9686414422918
294,29.216612907782746
295,146.18367702435603
296,18.019263520576132
297,114.66302091335679
298,604.3892231631015
299,47.517990145289396
300,692.2385289153435
